collected_at,chart_type,rank,name,app_id,price,rank_change,rank_change_direction,extra_value,current_players,peak_players,last_week_rank,source_url
2026-09-10T09:40:13.693667+00:00,top_selling,1,Apex Legends™,1172470,免费开玩,▲ 1,up,304,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-10T09:40:13.693667+00:00,top_selling,2,PUBG: BATTLEGROUNDS,578080,免费开玩,▲ 3,up,494,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-10T09:40:13.693667+00:00,top_selling,3,WARDOGS,1867240,$39.99,▲ 32,up,4,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-10T09:40:13.693667+00:00,top_selling,4,东方红魔乡：新典 ～ the Embodiment of Scarlet Devil.,4659620,$17.99,新上榜,down,1,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-10T09:40:13.693667+00:00,top_selling,5,Counter-Strike 2,730,免费开玩,▲ 3,up,735,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-10T09:40:13.693667+00:00,top_selling,6,《NBA 2K27》,4356430,$69.99,▼ 3,down,4,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-10T09:40:13.693667+00:00,top_selling,7,渔力全开,4001890,$7.99,▼ 6,down,3,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-10T09:40:13.693667+00:00,top_selling,8,鬼武者 Way of the Sword,2638890,$69.99,▲ 2,up,5,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-10T09:40:13.693667+00:00,top_selling,9,三角洲行动,2507950,免费开玩,▲ 10,up,92,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-10T09:40:13.693667+00:00,top_selling,10,影之刃零,4115450,$59.99,▼ 4,down,4,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-10T09:40:13.693667+00:00,top_selling,11,Grand Theft Auto V 增强版,3240220,-50%$29.99$14.99,▲ 2,up,59,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-10T09:40:13.693667+00:00,top_selling,12,幻世录 重制版,4030150,-10%$24.99$22.49,新上榜,down,1,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-10T09:40:13.693667+00:00,top_selling,13,朋友，梭哈吧,3892270,-38%$7.99$4.95,▲ 9,up,3,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-10T09:40:13.693667+00:00,top_selling,14,In Falsus,3971950,-10%$39.99$35.99,新上榜,down,1,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-10T09:40:13.693667+00:00,top_selling,15,三国志14,872410,$59.99,新上榜,down,1,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-10T09:40:13.693667+00:00,top_selling,16,Warframe 星际战甲,230410,免费开玩,▲ 4,up,532,,,,https://store.steampowered.com/charts/topselling/CN
