collected_at,chart_type,rank,name,app_id,price,rank_change,rank_change_direction,extra_value,current_players,peak_players,last_week_rank,source_url
2026-09-26T08:16:04.297385+00:00,top_selling,1,EA SPORTS FC™ 27,4080220,$69.99,▲ 25,up,9,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-26T08:16:04.297385+00:00,top_selling,2,Apex Legends™,1172470,免费开玩,0,,306,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-26T08:16:04.297385+00:00,top_selling,3,PUBG: BATTLEGROUNDS,578080,免费开玩,▼ 2,down,496,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-26T08:16:04.297385+00:00,top_selling,4,三角洲行动,2507950,免费开玩,▲ 3,up,94,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-26T08:16:04.297385+00:00,top_selling,5,Counter-Strike 2,730,免费开玩,▲ 1,up,737,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-26T08:16:04.297385+00:00,top_selling,6,Ori and the Will of the Wisps,1057090,-90%$29.99$2.99,新上榜,down,1,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-26T08:16:04.297385+00:00,top_selling,7,《NBA 2K27》,4356430,$69.99,▼ 2,down,6,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-26T08:16:04.297385+00:00,top_selling,8,王国保卫战 6：新启程,4259190,-10%$19.99$17.99,新上榜,down,1,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-26T08:16:04.297385+00:00,top_selling,9,渔力全开,4001890,$7.99,▼ 5,down,5,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-26T08:16:04.297385+00:00,top_selling,10,WARDOGS,1867240,$39.99,▼ 7,down,6,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-26T08:16:04.297385+00:00,top_selling,11,控制: 共振,3669870,$59.99,新上榜,down,1,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-26T08:16:04.297385+00:00,top_selling,12,女神异闻录３ Reload,2161700,-70%$59.99$17.99,新上榜,down,1,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-26T08:16:04.297385+00:00,top_selling,13,Warframe 星际战甲,230410,免费开玩,0,,534,,,,https://store.steampowered.com/charts/topselling/CN
