collected_at,chart_type,rank,name,app_id,price,rank_change,rank_change_direction,extra_value,current_players,peak_players,last_week_rank,source_url
2026-09-19T08:15:57.946220+00:00,top_selling,1,PUBG: BATTLEGROUNDS,578080,免费开玩,▲ 5,up,495,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-19T08:15:57.946220+00:00,top_selling,2,Apex Legends™,1172470,免费开玩,▼ 1,down,305,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-19T08:15:57.946220+00:00,top_selling,3,EA SPORTS FC™ 27,4080220,$69.99,▲ 45,up,8,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-19T08:15:57.946220+00:00,top_selling,4,WARDOGS,1867240,$39.99,▲ 7,up,5,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-19T08:15:57.946220+00:00,top_selling,5,《NBA 2K27》,4356430,$69.99,▼ 2,down,5,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-19T08:15:57.946220+00:00,top_selling,6,空之轨迹 the 2nd,4225980,-10%$59.99$53.99,新上榜,down,1,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-19T08:15:57.946220+00:00,top_selling,7,Counter-Strike 2,730,免费开玩,0,,736,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-19T08:15:57.946220+00:00,top_selling,8,博德之门3,1086940,-30%$59.99$41.99,▲ 80,up,41,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-19T08:15:57.946220+00:00,top_selling,9,Limbus Company,1973530,免费开玩,▲ 53,up,37,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-19T08:15:57.946220+00:00,top_selling,10,渔力全开,4001890,$7.99,▼ 6,down,4,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-19T08:15:57.946220+00:00,top_selling,11,三角洲行动,2507950,免费开玩,▼ 6,down,93,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-19T08:15:57.946220+00:00,top_selling,12,影之刃零,4115450,$59.99,▼ 4,down,5,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-19T08:15:57.946220+00:00,top_selling,13,Grand Theft Auto V 增强版,3240220,-50%$29.99$14.99,▲ 6,up,60,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-19T08:15:57.946220+00:00,top_selling,14,Watch_Dogs® 2,447040,-95%$49.99$2.49,新上榜,down,1,,,,https://store.steampowered.com/charts/topselling/CN
