collected_at,chart_type,rank,name,app_id,price,rank_change,rank_change_direction,extra_value,current_players,peak_players,last_week_rank,source_url
2026-09-22T08:16:14.447815+00:00,top_selling,1,PUBG: BATTLEGROUNDS,578080,免费开玩,▲ 5,up,495,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-22T08:16:14.447815+00:00,top_selling,2,Apex Legends™,1172470,免费开玩,▼ 1,down,305,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-22T08:16:14.447815+00:00,top_selling,3,EA SPORTS FC™ 27,4080220,$69.99,▲ 45,up,8,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-22T08:16:14.447815+00:00,top_selling,4,WARDOGS,1867240,$39.99,▲ 7,up,5,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-22T08:16:14.447815+00:00,top_selling,5,Counter-Strike 2,730,免费开玩,▲ 2,up,736,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-22T08:16:14.447815+00:00,top_selling,6,机场管制 27,3328490,-10%$49.99$44.99,新上榜,down,1,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-22T08:16:14.447815+00:00,top_selling,7,《NBA 2K27》,4356430,$69.99,▼ 4,down,5,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-22T08:16:14.447815+00:00,top_selling,8,三角洲行动,2507950,免费开玩,▼ 3,down,93,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-22T08:16:14.447815+00:00,top_selling,9,影之刃零,4115450,$59.99,▼ 1,down,5,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-22T08:16:14.447815+00:00,top_selling,10,博德之门3,1086940,$59.99,▲ 78,up,41,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-22T08:16:14.447815+00:00,top_selling,11,《暗黑破坏神® IV》,2344520,-75%$49.99$12.49,新上榜,down,1,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-22T08:16:14.447815+00:00,top_selling,12,守墓人2,4358690,-20%$24.99$19.99,新上榜,down,1,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-22T08:16:14.447815+00:00,top_selling,13,渔力全开,4001890,$7.99,▼ 9,down,4,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-22T08:16:14.447815+00:00,top_selling,14,Grand Theft Auto V 增强版,3240220,$29.99,▲ 5,up,60,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-22T08:16:14.447815+00:00,top_selling,15,Warframe 星际战甲,230410,免费开玩,▲ 5,up,533,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-22T08:16:14.447815+00:00,top_selling,16,空之轨迹 the 2nd,4225980,-10%$59.99$53.99,新上榜,down,1,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-22T08:16:14.447815+00:00,top_selling,17,Watch_Dogs® 2,447040,-95%$49.99$2.49,新上榜,down,1,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-22T08:16:14.447815+00:00,top_selling,18,Wallpaper Engine：壁纸引擎,431960,$4.99,▲ 5,up,510,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-22T08:16:14.447815+00:00,top_selling,19,猛兽派对,1260320,-50%$19.99$9.99,新上榜,down,1,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-22T08:16:14.447815+00:00,top_selling,20,控制: 共振,3669870,$59.99,新上榜,down,1,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-22T08:16:14.447815+00:00,top_selling,21,Dota 2,570,免费开玩,▼ 4,down,25,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-22T08:16:14.447815+00:00,top_selling,22,针影裁梦,4019220,-10%$14.99$13.49,新上榜,down,1,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-22T08:16:14.447815+00:00,top_selling,23,双影奇境,2001120,-35%$49.99$32.49,▲ 64,up,84,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-22T08:16:14.447815+00:00,top_selling,24,SILENT HILL: Townfall,1636440,$49.99,新上榜,down,1,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-22T08:16:14.447815+00:00,top_selling,25,Limbus Company,1973530,免费开玩,▲ 37,up,37,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-22T08:16:14.447815+00:00,top_selling,26,Far Cry® 6,2369390,-90%$59.99$5.99,新上榜,down,1,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-22T08:16:14.447815+00:00,top_selling,27,Big Walk,1478500,$19.99,▲ 11,up,6,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-22T08:16:14.447815+00:00,top_selling,28,双人成行,1426210,-70%$39.99$11.99,新上榜,down,1,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-22T08:16:14.447815+00:00,top_selling,29,空战奇兵8 希孚之翼 (ACE COMBAT 8: WINGS OF THEVE),2288340,$69.99,▲ 62,up,2,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-22T08:16:14.447815+00:00,top_selling,30,极限国度,2290180,-90%$39.99$3.99,新上榜,down,1,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-22T08:16:14.447815+00:00,top_selling,31,Transport Fever 3,3493540,$49.99,新上榜,down,1,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-22T08:16:14.447815+00:00,top_selling,32,鬼武者 Way of the Sword,2638890,$69.99,▼ 30,down,6,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-22T08:16:14.447815+00:00,top_selling,33,Call to Arms - Gates of Hell: Ostfront,400750,-75%$34.99$8.74,新上榜,down,1,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-22T08:16:14.447815+00:00,top_selling,34,Cities: Skylines II 都市：天际线2,949230,-30%$49.99$34.99,新上榜,down,1,,,,https://store.steampowered.com/charts/topselling/CN
2026-09-22T08:16:14.447815+00:00,top_selling,35,Resident Evil Requiem,3764200,$69.99,新上榜,down,1,,,,https://store.steampowered.com/charts/topselling/CN
